name,occurrences,essays
"Quevedo y Villegas Francisco de","2","Perché leggere i classici;Luis Buñuel;"
"Quijano Carlos","1","Onetti arrestato a Montevideo;"
"Quilici Folco","2","La paura di sbagliare;Liguria;"
"Rabelais François","12","Tre correnti del romanzo italiano d'oggi;Il mondo alla rovescia;L'arcipelago dei luoghi immaginari;1. Leggerezza;5. Molteplicità;Primo Levi, «La ricerca delle radici»;Bachtin;Perec, «La vita istruzioni per l'uso»;La filosofia di Raymond Queneau;Il libro, i libri;"
"Raboni Giovanni","2","Il taciturno ciarliero (per Giorgio Caproni);"
"Rabou Charles","2","Honoré de Balzac, «I piccoli borghesi»;"
"Racine Jean","1","Giovanni Macchia, «Le rovine di Parigi»;"
"Radcliffe Ann","3","Fruttero & Lucentini, «Il palio delle contrade morte»;Castelli di delizie e castelli del terrore;Il fantastico nella letteratura italiana;"
"Radicati di Brozolo Luigi A.","1","«Turbare l'universo» di Freeman Dyson;"
"Radiguet Raymond","2","Risposte a 9 domande sul romanzo;La «Einaudi Biblioteca Giovani»;"
"Radin Paul","3","«Le fiabe africane»;"
"Rago Michele","2","L'italiano, una lingua tra le altre lingue;Denis Diderot, «Jacques le fataliste»;"
"Rais Gilles de","2","Castelli di delizie e castelli del terrore;Delitto in Europa;"
"Raleigh Walter","1","Com'era nuovo il Nuovo Mondo;"
"Ravegnani Giuseppe","1","La «Biblioteca romantica» Mondadori;"
"Ravera Camilla","2","Autobiografia politica giovanile;Le virtù sorridenti (per Ada Gobetti);"
"Rea Domenico","2","Tre correnti del romanzo italiano d'oggi;Questionario 1956;"
"Reale Eugenio","1","Celeste Negarville;"
"Redi Francesco","1","«L'altrui mestiere» di Primo Levi;"
"Redondi Pietro","8","Pietro Redondi, «Galileo eretico»;"
"Reed John","1","La «Einaudi Biblioteca Giovani»;"
"Reich Wilhelm","1","Per Fourier: II. L'ordinatore dei desideri;"
"Reinhoud (Roel D'Haese)","2","Reinhoud;"
"Remarque Erich Maria","1","Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;"
"Remotti Francesco","1","Arnold Van Gennep, «I riti di passaggio»;"
"Renard Jules","1","Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Rendi Aloisio","1","Del prendere posizione;"
"Resnik Salomon","1","Carlo Collodi, «Pinocchio»;"
"Restif de la Bretonne Nicolas Edme","4","Per Fourier: II. L'ordinatore dei desideri;Per Fourier: III. Commiato. Utopia pulviscolare;La città pensata: la misura degli spazi;"
"Retz Jean-François Paul de Gondi- cardinale di","1","Perché leggere i classici;"
"Revelli Nuto","1","Senofonte, «Anabasi»;"
"Rexroth Kenneth","1","Cartoline dall'America;"
"Reynolds Joshua","2","Furti ad arte (conversazione con Tullio Pericoli);Una mostra di William Turner;"
"Riasanovsky Nicholas V.","1","Per Fourier: II. L'ordinatore dei desideri;"
"Ricardo David","1","Roberto Calasso, «La rovina di Kasch»;"
"Ricca Suga Atsuko","1","Junichiro Tanizaki, «Libro d'ombra»;"
"Ricci Franco Maria","5","Le avventure di tre orologiai e di tre automi;Una lettera in due versioni;"
"Richardson Samuel","1","Sette fiasche di lacrime;"
"Richelieu Armand Jean du Plessis de- cardinale","1","Pietro Redondi, «Galileo eretico»;"
"Ridley Maurice Roy","1","Robert L. Stevenson, «Il padiglione sulle dune»;"
"Rigoni Stern Mario","2","Senofonte, «Anabasi»;Primo Levi, «La ricerca delle radici»;"
"Rikyu Sen-no","1","I mille giardini;"
"Rilke Rainer Maria","3","Il midollo del leone;Primo Levi, «La ricerca delle radici»;Gian Carlo Ferretti, «Il best-seller all'italiana»;"
"Rimbaud Jean Arthur","4","La sfida al labirinto;Scrittori che disegnano;In memoria di Sergio Solmi;Omaggio a Octavio Paz;"
"Ripellino Angelo Maria","2","Pasternak e la rivoluzione;«Le botteghe color cannella» di Bruno Schulz;"
"Ripley George","1","Per Fourier: II. L'ordinatore dei desideri;"
"Risset Jacqueline","3","Carlo Collodi, «Pinocchio»;Francis Ponge;"
"Rivera Diego","1","Un leader comunista: Vittorio Vidali;"
"Rizzi Eugenio","1","«Biffures» di Michel Leiris;"
"Roasio Antonio","3","Celeste Negarville;L'estate del '56;"
"Robbe-Grillet Alain","22","Natura e storia nel romanzo;Il mare dell'oggettività;La sfida al labirinto;Vittorini: progettazione e letteratura;Filosofia e letteratura;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Due interviste su scienza e letteratura;Ovidio e la contiguità universale;Francis Ponge;Questioni sul realismo;Risposte a 9 domande sul romanzo;Film e romanzo;Corrispondenza con Angelo Guglielmi a proposito della «Sfida al labirinto»;Mondo scritto e mondo non scritto;Pavese, Carlo Levi, Robbe-Grillet, Butor, Vittorini...;"
"Robertson William","1","Perché leggere i classici;"
"Rocca Gianni","1","L'estate del '56;"
"Rodano Franco","2","Ricordo di Felice Balbo;"
"Rodari Gianni","4","Gianni Rodari;"
"Rogers Woodes","1","Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;"
"Rohe Mies van der","1","I classici al Motel;"
"Rolland Romain","1","Il midollo del leone;"
"Romagnoli Sergio","3","La città pensata: la misura degli spazi;"
"Romano Laila","1","Gustave Flaubert, «Trois contes»;"
"Romano Mili","1","Bachtin;"
"Romano Ruggiero","1","La filosofia di Raymond Queneau;"
"Romolo Augustolo","1","I beatniks e il «sistema»;"
"Roosevelt Franklin Delano","4","Cartoline dall'America;I classici al Motel;Diario americano 1960;Sono stato stalinista anch'io?;"
"Roosevelt Theodore","1","Cartoline dall'America;"
"Roscioni Gian Carlo","4","La macchina spasmodica;5. Molteplicità;La «Meditazione milanese»;"
"Rosenberg Alfred","3","Rosenberg dannato, I saggi a congresso, Comisso sentimentale;"
"Rosenberg Julius e Ethel","2","Diario americano 1960;"
"Rosenstiehl Pierre","1","Ditelo coi nodi;"
"Rosi Francesco","1","Carlo Levi, «Il quaderno a cancelli»;"
"Rospicicz Emanuel","1","Autobiografia politica giovanile;"
"Rossanda Rossana","1","L'antitesi operaia;"
"Rossellini Roberto","2","Letteratura, città aperta?;Il realismo italiano nel cinema e nella narrativa;"
"Rossello Mario","1","Il viandante nella mappa;"
"Rossi Alberto","1","La «Biblioteca romantica» Mondadori;"
"Rossi Aldo","1","L'antitesi operaia;"
"Rossi Doria Manlio","1","Ricordo di Scotellaro;"
"Rossi Ernesto","1","Ritratto di Massimo Mila;"
"Rossi Mario Manlio","3","La geografia delle fate;"
"Rossini Gioacchino","1","Mancata fortuna del romanzo italiano;"
"Rostand Edmond","3","Cyrano sulla Luna;Appunti per una collana di ricerca morale;"
"Roubaud Jacques","4","La filosofia di Raymond Queneau;I cavalieri del Graal;"
"Rougemont Denis de","1","Risposte a 9 domande sul romanzo;"
"Rousseau Jean-Jacques","20","Natura e storia nel romanzo;Per Fourier: II. L'ordinatore dei desideri;Com'era nuovo il Nuovo Mondo;Le meraviglie della cronaca nera;Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;Denis Diderot, «Jacques le fataliste»;Giammaria Ortes;Natalia Ginzburg o le possibilità del romanzo borghese;«Biffures» di Michel Leiris;Omaggio a Octavio Paz;«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;Il fantastico nella letteratura italiana;Perché leggere i classici;Il libro, i libri;La squadratura (per Giulio Paolini);«Lo sguardo da lontano» di Claude Lévi-Strauss;Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Roussel Raymond","6","Piccola antologia di ottave;In memoria di Sergio Solmi;Perec, «La vita istruzioni per l'uso»;La filosofia di Raymond Queneau;Colloquio con Ferdinando Camon;"
"Rovatti Pier Aldo","1","Carlo Ginzburg, «Spie: radici di un paradigma indiziario»;"
"Rubattino Raffaele","2","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;Il terzo lato è il mare (Genova, Piazza Caricamento);"
"Rubeo Ugo","1","La mia città è New York;"
"Ruffini Jacopo","1","Sanremo città dell'oro;"
"Rulfo Juan","1","Vittorini: progettazione e letteratura;"
"Ruprecht Hans Georg","1","Il libro della natura in Galileo;"
"Rushdie Salman","6","«I figli della mezzanotte» di Salman Rushdie;"
"Ruskin John","4","La sfida al labirinto;La redenzione degli oggetti;Perché leggere i classici;Una mostra di William Turner;"
"Russell Bertrand","1","I nostri nervi;"
"Ruysch Federico","1","Il fantastico nella letteratura italiana;"
"Ruzante (Angelo Beolco)","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Ryoku Saito","1","Junichiro Tanizaki, «Libro d'ombra»;"
"Saba Linuccia","1","Carlo Levi, «Il quaderno a cancelli»;"
"Saba Umberto","4","Tre correnti del romanzo italiano d'oggi;Ricordo di Bobi Bazlen;Il taciturno ciarliero (per Giorgio Caproni);Lo scoglio di Montale;"
"Sacchetti Roberto","1","Un'antologia di racconti «neri»;"
"Sacco Nicola","2","Un leader comunista: Vittorio Vidali;Diario americano 1960;"
"Sade marchese di (Donatien Alphonse François de)","22","Vittorini: progettazione e letteratura;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Definizioni di territori: l'erotico (Il sesso e il riso);Per Fourier: I. La società amorosa;Per Fourier: II. L'ordinatore dei desideri;La città-romanzo in Balzac;Giammaria Ortes;Castelli di delizie e castelli del terrore;Sette fiasche di lacrime;Sade è dentro di noi (Pasolini, «Salò»);Su Pasolini: una risposta a Moravia;Delitto in Europa;"
"Sahagún Bernardino de","1","«Cannibali e re» di Marvin Harris;"
"Saint-Exupéry Antoine de","3","Primo Levi, «La ricerca delle radici»;Appunti per una collana di ricerca morale;L'avventura sottomarina;"
"Saint-Martin Louis Claude de","1","Per Fourier: II. L'ordinatore dei desideri;"
"Saint-Pierre Bernardin de","1","Natura e storia nel romanzo;"
"Saint-Simon Claude Henri de Rouvroy- conte di","7","Per Fourier: II. L'ordinatore dei desideri;Per Fourier: III. Commiato. Utopia pulviscolare;Roberto Calasso, «La rovina di Kasch»;Perché leggere i classici;Colloquio con Ferdinando Camon;"
"Sainte-Beuve Charles Augustin de","1","Roberto Calasso, «La rovina di Kasch»;"
"Saitta Armando","1","Per Fourier: II. L'ordinatore dei desideri;"
"Salgari Emilio","1","L'arcipelago dei luoghi immaginari;"
"Salinari Carlo","1","Letteratura e potere (su un saggio di Alberto Asor Rosa);"
"Salinas Jone","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Salinger Jerome David","1","«L'eclisse» di Antonioni;"
"Salomone-Marino Salvatore","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Salsano Alfredo","1","Palomar e l'enciclopedia;"
"Saltykov Michail Evgrafovič (detto Ščedrin)","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Sand George (Amandine Dupin)","5","La sfida al labirinto;Il patrimonio dei draghi;Scrittori che disegnano;«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Sand Maurice","1","Il patrimonio dei draghi;"
"Sanguineti Edoardo","8","Non darò più fiato alle trombe;Definizioni di territori: l'erotico (Il sesso e il riso);Appendice: Sotto quella pietra;Le Odissee nell'Odissea;Manganelli, «Centuria»;Ricordo di Franco Antonicelli;"
"Sannazaro Iacopo","1","L'arcipelago dei luoghi immaginari;"
"Santhià Battista","1","Autobiografia politica giovanile;"
"Santillana Giorgio de","7","«Fato antico e fato moderno» di Giorgio de Santillana;"
"Sanzio Raffaello","4","Com'era nuovo il Nuovo Mondo;La squadratura (per Giulio Paolini);Pietro Redondi, «Galileo eretico»;"
"Sapegno Natalino","1","L'estate del '56;"
"Saragat Giuseppe","1","Umanesimo e marxismo;"
"Saroyan William","5","«Foglio di via» di Franco Fortini;Pavese in tre libri;Raymond Queneau, «Pierrot amico mio»;Fascismo psicanalizzato, Ferderzoni beneducato, Valenti oleografico;Una sfida a «flip»;"
"Sartre Jean-Paul","9","Natura e storia nel romanzo;Il mare dell'oggettività;Vittorini: progettazione e letteratura;«La ragazza di Bube» di Carlo Cassola;Francis Ponge;Questioni sul realismo;Risposte a 9 domande sul romanzo;Mondo scritto e mondo non scritto;Fascismo psicanalizzato, Ferderzoni beneducato, Valenti oleografico;"
"Saussure Ferdinand de","5","In memoria di Roland Barthes;La «Meditazione milanese»;L'esattezza e il caso (per Tommaso Landolfi);Gianni Rodari;«Lo sguardo da lontano» di Claude Lévi-Strauss;"
"Savigny Friedrich Karl von","1","«Le fiabe del focolare» di Jacob e Wilhelm Grimm;"
"Savinio Alberto","3","Carlo Collodi, «Pinocchio»;Un'antologia di racconti «neri»;"
"Savoia Letterio","1","La letteratura italiana sulla Resistenza;"
"Savoia Maurizio di- cardinale","1","Pietro Redondi, «Galileo eretico»;"
"Savonarola Gerolamo","1","Manniano all'incontrario;"
"Saxl Fritz","1","1. Leggerezza;"
"Saxton","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Sbarbaro Camillo","2","Liguria;Savona: storia e natura;"
"Ščeglov Š.Č.","2","Ovidio e la contiguità universale;"
"Scalera Michele","1","Piovene spietato, La Guardia «Babbo Natale», Shaw «bastian contrari»;"
"Scalfari Eugenio","3","Autobiografia politica giovanile;"
"Scelba Mario","2","Tra i pioppi della risaia la «cinecittà» delle mondine;Il senso della durezza;"
"Scheiner Cristoph","1","La luce negli occhi;"
"Scheiwiller Vanni","2","Vittorini: progettazione e letteratura;Gli uccelli di Paolo Uccello;"
"Scheler Max","1","«Saggi sull'amore» di Ortega y Gasset;"
"Schérer René","3","Per Fourier: II. L'ordinatore dei desideri;"
"Schiaparelli Giovanni","2","Un deserto in più;"
"SchillerJohann Christoph Friedrich von","1","La «Biblioteca romantica» Mondadori;"
"Schmidt Arno","2","Non darò più fiato alle trombe;Filosofia e letteratura;"
"Schönberg Arnold","1","Intervista di Alberto Arbasino;"
"Schopenhauer Arthur","2","«Il dottor Jekyll» tradotto da Fruttero & Lucentini;«Lo sguardo da lontano» di Claude Lévi-Strauss;"
"Schulz Bruno","4","Definizioni di territori: il fantastico;«Le botteghe color cannella» di Bruno Schulz;Album di francobolli;"
"Schweitzer Albert","1","Appunti per una collana di ricerca morale;"
"Schwitters Kurt","1","Mondo scritto e mondo non scritto;"
"Schwob Marcel","1","«Il dottor Jekyll» tradotto da Fruttero & Lucentini;"
"Sciascia Leonardo","11","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;La tradizione popolare nelle fiabe;Letteratura e potere (su un saggio di Alberto Asor Rosa);Al di là della paura;Il paese non può attendere;Moro ovvero una tragedia del potere;"
"Scorza Carlo","1","Eluard missionario, Ford democristiano, Mosca monarchico;"
"Scotellaro Rocco","7","Il midollo del leone;Tre correnti del romanzo italiano d'oggi;Ricordo di Scotellaro;"
"Scott Walter","4","La geografia delle fate;L' «Isola del tesoro» ha il suo segreto;Mancata fortuna del romanzo italiano;La «Biblioteca romantica» Mondadori;"
"Scudéry Madleine de","1","Il viandante nella mappa;"
"Seborga Guido","1","La letteratura italiana sulla Resistenza;"
"Secchia Pietro","2","Celeste Negarville;L'estate del '56;"
"Segalen Victor","2","Ditelo coi nodi;"
"Selkirk Alexander","1","Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;"
"Selvatico Estense Dianella","2","Perec, «La vita istruzioni per l'uso»;"
"Seminara Fortunato","3","Ricordo di Fortunato Seminara;"
"Senofonte","5","Senofonte, «Anabasi»;"
"Serafini Luigi","4","L'enciclopedia d'un visionario;"
"Serao Matilde","1","Un'antologia di racconti «neri»;"
"Serbandini Giovanni (detto Bini)","1","Gli anni dell'«Unità»;"
"Sereni Vittorio","4","L'italiano, una lingua tra le altre lingue;Saremo come Omero!;La «tematica industriale»;"
"Serini Paolo","1","Cento anni di Maupassant;"
"Serra Paolo","1","Gli uccelli di Paolo Uccello;"
"Serres Michel","1","Ilya Prigogine e Isabelle Stengers, «La nuova alleanza»;"
"Serse- imperatore persiano","1","Le sculture e i nomadi;"
"Sertoli Giuseppe","2","«I Promessi Sposi»: il romanzo dei rapporti di forza;I livelli della realtà in letteratura;"
"Settembrini Luigi","1","«Amica ironia» di Guido Almansi;"
"Settis Salvatore","1","La Colonna Traiana raccontata;"
"Seume Johann Gottfried","1","La città pensata: la misura degli spazi;"
"Sévigné Marie de Rabutin Chantal","1","Letteratura a sedere;"
"Seymour R.","1","II romanzo come spettacolo;"
"Sforza Francesco","1","Il mondo alla rovescia;"
"Shakespeare William","19","La sfida al labirinto;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);La letteratura come proiezione del desiderio (Per l'«Anatomia della critica» di Northrop Frye);I livelli della realtà in letteratura;1. Leggerezza;Gerolamo Cardano;Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;Le sette principesse di Nezami;Bachtin;Risposte a 9 domande sul romanzo;Il fantastico nella letteratura italiana;Un'antologia di racconti «neri»;Lo sport della scienza;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Shannon Claude Elwood","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);"
"Shantaram V.","1","La paura di sbagliare;"
"Shaw George Bernard","6","Gli amori difficili dei romanzi coi film;Piovene spietato, La Guardia «Babbo Natale», Shaw «bastian contrari»;Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Shelley Mary","1","Racconti fantastici dell'Ottocento;"
"ShelJey Percy Bysshe","1","«L'oceano e il ragazzo» di Giuseppe Conte;"
"Sherman William Tecumseh","1","Mark Twain, «L'uomo che corruppe Hadleyburg»;"
"Siciliano Enzo","1","L'estremismo;"
"Sieffert René","2","Junichiro Tanizaki, «Libro d'ombra»;"
"Silla Lucio Cornelio","1","II maiale e l'archeologo;"
"Sillitoe Alan","2","Sul tradurre;"
"Simeonova Marina","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Simonis Ippolito","1","Per Fourier: II. L'ordinatore dei desideri;"
"Simonov Konstantin","2","«Il futuro ha un cuore antico» di Carlo Levi;Aleksandr Fadeev, «La disfatta»;"
"Simplicio","1","La penna in prima persona (Per i disegni di Saul Steinberg);"
"Simpson Wallis","1","Piovene spietato, La Guardia «Babbo Natale», Shaw «bastian contrari»;"
"Singer Esther Judith (detta Chichita)","2","Una lettera dal Sahara;Calvert Casey;"
"Sinigaglia Alberto","1","Le età dell'uomo;"
"Skinner Burrhus Frederic","1","Giammaria Ortes;"
"Šklovskij Viktor Borisovič","1","Gianni Rodari;"
"Skorzeny Otto","1","I ritratti del Duce;"
"Sloan John","1","I classici al Motel;"
"Smith Adam","1","Per Fourier: II. L'ordinatore dei desideri;"
"Snow Edgar","1","La «Einaudi Biblioteca Giovani»;"
"Socrate","4","il mihrab;«Amica ironia» di Guido Almansi;Perché leggere i classici;Cartoline dall'America;"
"Soffici Ardengo","1","«Amica ironia» di Guido Almansi;"
"Sogi","1","I mille giardini;"
"Soldati Mario","7","I cinque tavoli di Stevenson;Fruttero & Lucentini, «Il palio delle contrade morte»;Il fantastico nella letteratura italiana;Un'antologia di racconti «neri»;La paura di sbagliare;Il dialetto;"
"Sollers Philippe","2","Filosofia e letteratura;Sulla neo-avanguardia;"
"Solmi Renato","1","Per Fourier: II. L'ordinatore dei desideri;"
"Solmi Sergio","7","Ricordo di Bobi Bazlen;In memoria di Sergio Solmi;Jorge Luis Borges;La letteratura italiana sulla Resistenza;"
"Šolochov Michail Aleksandrovič","3","Aleksandr Fadeev, «La disfatta»;Pasternak e la rivoluzione;Sciolti dal «giuramento»;"
"Sonnino Giorgio","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Sontag Susan","1","«Biffures» di Michel Leiris;"
"Soriano Mare","2","«I racconti di Mamma l'Oca» di Charles Perrault;La tradizione popolare nelle fiabe;"
"Soupault Pierre","1","Perché scrivete?;"
"Souvarine Boris","1","La filosofia di Raymond Queneau;"
"Spaini Alberto","1","La «Biblioteca romantica» Mondadori;"
"Spellman Francis Joseph- cardinale","3","Cartoline dall'America;Diario americano 1960;"
"Spenser Edmund","3","La letteratura come proiezione del desiderio (Per l'«Anatomia della critica» di Northrop Frye);La geografia delle fate;Libri di cavalleria: Tirant lo Blanc;"
"Spinazzola Vittorio","1","Note sul linguaggio politico;"
"Spinola Luca","1","Liguria;"
"Spinoza Benedetto","7","Per Fourier: II. L'ordinatore dei desideri;5. Molteplicità;Denis Diderot, «Jacques le fataliste»;La «Meditazione milanese»;II «Pasticciaccio»;La città di domani;"
"Spitzer Leo","4","Il mare dell'oggettività;I cavalieri del Graal;Intervista di Alberto Arbasino;"
"Spitzner P.","6","Il museo dei mostri di cera;"
"Spriano Paolo","2","Gli anni dell'«Unità»;L'estate del '56;"
"Staël Holstein Anne Louise Germaine Necker de","1","Tre correnti del romanzo italiano d'oggi;"
"Stakhanov Aleksej Grigor'evič","1","Umanesimo e marxismo;"
"Stalin Iosif Vissarionovič Džugažvili","27","Pasternak e la rivoluzione;«L'infernale Quinlan» di Orson Welles;Taccuino di viaggio nell'Unione Sovietica 1952;Cartoline dall'America;Diario americano 1960;Autobiografia politica giovanile;Togliatti e De Gasperi;Sono stato stalinista anch'io?;L'estate del '56;Ricordo di Felice Balbo;"
"Stanislavskij Konstantin Alekseev","1","Cartoline dall'America;"
"Stanley Henry Morton","1","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;"
"Starace Achille","1","I ritratti del Duce;"
"Starobinski Jean","3","4. Visibilità;La conoscenza pulviscolare in Stendhal;"
"Stein Charlotte von","2","5. Molteplicità;«Le fiabe del focolare» di Jacob e Wilhelm Grimm;"
"Stein Gertrude","1","La filosofia di Raymond Queneau;"
"Steinbeck John","2","Pavese in tre libri;Krasavcenko sereno, Giannini neofita, Bing Crosby teologo;"
"Steinberg Saul","6","La penna in prima persona (Per i disegni di Saul Steinberg);Ricordo di Vittorio Metz;"
"Steiner Albe","5","La città scritta: epigrafi e graffiti;Il segreto di Albe Steiner;"
"Steiner Rudolf","1","Autobiografia politica giovanile;"
"Stendhal (Henri Beyle)","48","Il midollo del leone;Natura e storia nel romanzo;Tre correnti del romanzo italiano d'oggi;La sfida al labirinto;Per Fourier: I. La società amorosa;Per Fourier: II. L'ordinatore dei desideri;Le meraviglie della cronaca nera;Scrittori che disegnano;I capitani di Conrad;Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;Gustave Flaubert, «Trois contes»;La conoscenza pulviscolare in Stendhal;Guida alla «Chartreuse» a uso dei nuovi lettori;Roberto Calasso, «La rovina di Kasch»;Hemingway e noi;Letteratura, città aperta?;Risposte a 9 domande sul romanzo;Un progetto di rivista;Perché leggere i classici;«Saggi sull'amore» di Ortega y Gasset;Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;Pavese, Carlo Levi, Robbe-Grillet, Butor, Vittorini...;Intervista di Maria Corti;"
"Stengers Isabelle","2","Ilya Prigogine e Isabelle Stengers, «La nuova alleanza»;"
"Steno (Stefano Vanzina)","1","Il realismo italiano nel cinema e nella narrativa;"
"Sterne Laurence","10","Filosofia e letteratura;2. Rapidità;Appendice: Cominciare e finire;Denis Diderot, «Jacques le fataliste»;Washington Irving;Notizia su Giorgio Manganelli;Bachtin;Perec, «La vita istruzioni per l'uso»;La «Biblioteca romantica» Mondadori;"
"Stevenson Robert Louis","30","Natura e storia nel romanzo;4. Visibilità;«La Linea d'ombra» di Joseph Conrad;I capitani di Conrad;L' «Isola del tesoro» ha il suo segreto;Robert L. Stevenson, «Il padiglione sulle dune»;I cinque tavoli di Stevenson;«Il dottor Jekyll» tradotto da Fruttero & Lucentini;Ricordo di Emilio Cecchi;Risposte a 9 domande sul romanzo;Racconti fantastici dell'Ottocento;Il fantastico nella letteratura italiana;La «Biblioteca romantica» Mondadori;Furti ad arte (conversazione con Tullio Pericoli);Cartoline dall'America;"
"Stifter Adalbert","2","La «Biblioteca romantica» Mondadori;"
"Stirner Max","1","Roberto Calasso, «La rovina di Kasch»;"
"Stoker Bram","1","Racconti fantastici dell'Ottocento;"
"Stone Judson T.","1","Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;"
"Strabone","1","Il viandante nella mappa;"
"Strada Vitttorio","1","Nekrasov, un caso di coscienza;"
"Straparola Francesco","3","«I racconti di Mamma l'Oca» di Charles Perrault;La tradizione popolare nelle fiabe;Il fantastico nella letteratura italiana;"
"Strasberg Lee","2","Cartoline dall'America;"
"Stravinskij Igor Fëdorovič","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Stroheim Eric von","1","I ritratti del Duce;"
"Strutchova Raissa","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Sue Eugène","3","Le meraviglie della cronaca nera;Honoré de Balzac, «I piccoli borghesi»;Giovanni Macchia, «Le rovine di Parigi»;"
"Surchi Sergio","1","Inchiesta 1966;"
"Susini Clemente","1","Il museo dei mostri di cera;"
"Svevo Italo","4","Mancata fortuna del romanzo italiano;Risposte a 9 domande sul romanzo;Krasavcenko sereno, Giannini neofita, Bing Crosby teologo;Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;"
"Swanson Gloria","1","Cecchi in Messico;"
"Swedenborg Emanuel","1","Per Fourier: II. L'ordinatore dei desideri;"
"Swift Jonathan","15","Filosofia e letteratura;Definizioni di territori: il comico;Per Fourier: II. L'ordinatore dei desideri;I livelli della realtà in letteratura;La geografia delle fate;1. Leggerezza;Washington Irving;Primo Levi, «La ricerca delle radici»;Notizia su Giorgio Manganelli;Manganelli, «Centuria»;Omaggio a Gore Vidal;«Amica ironia» di Guido Almansi;La «Biblioteca romantica» Mondadori;Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;"
"Tacito Cornelio","1","La «Einaudi Biblioteca Giovani»;"
"Taddei Ezio","3","La letteratura italiana sulla Resistenza;Un leader comunista: Vittorio Vidali;"
"Tagore Rabindranath","3","La redenzione degli oggetti;"
"Taitù- regina d'Etiopia","3","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;"
"Talleyrand Charles Maurice de","4","Roberto Calasso, «La rovina di Kasch»;Cartoline dall'America;"
"Tanaka Kakuei","2","Rispettoso promemoria per mille Grandi Elettori;"
"Tanizaki Jun'ichiro","6","La luce negli occhi;Junichiro Tanizaki, «Libro d'ombra»;"
"Tarchetti Igino (o Iginio) Ugo","3","Un'antologia di racconti «neri»;Una nuova collana: i «Centopagine» Einaudi;"
"Tarchiani Alberto","1","Un leader comunista: Vittorio Vidali;"
"Tasso Torquato","6","Due interviste su scienza e letteratura;La redenzione degli oggetti;Guida alla «Chartreuse» a uso dei nuovi lettori;Castelli di delizie e castelli del terrore;Il fantastico nella letteratura italiana;Libri di cavalleria: Tirant lo Blanc;"
"Tati Jacques (Jacques Tatischeff)","1","Gianni Celati, «Comiche»;"
"Taylor Ted","1","«Turbare l'universo» di Freeman Dyson;"
"Taylor W.","1","Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;"
"Teller Edward","2","«Turbare l'universo» di Freeman Dyson;"
"Tempesti Fernando","2","Carlo Collodi, «Pinocchio»;"
"Teniers David","1","Castelli di delizie e castelli del terrore;"
"Terra Stefano","5","«Rancore» di Stefano Terra;La letteratura italiana sulla Resistenza;Krasavcenko sereno, Giannini neofita, Bing Crosby teologo;"
"Thackeray William Makepeace","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Thibaudeau Jean","1","La penna in prima persona (Per i disegni di Saul Steinberg);"
"Thomas Dylan","7","Natura e storia nel romanzo;Il mare dell'oggettività;La sfida al labirinto;Definizioni di territori: l'erotico (Il sesso e il riso);«Il dottor Jekyll» tradotto da Fruttero & Lucentini;«Memoriale» di Paolo Volponi;Pasternak e la rivoluzione;"
"Thurber James","1","Cartoline dall'America;"
